Unnamed: 0,word,file_path,saved
54150,ముసించు,,False
54151,ముసిడి,,False
54152,ముసిడికాయముచ్చు,,False
54153,ముసిణి,,False
54154,ముసిమి,,False
54155,ముసిముసి,,False
54156,ముసిరి,,False
54157,ముసిరేలోగా,,False
54158,ముసుండి,,False
54159,ముసుకు,,False
54160,ముసుకువేసుట,,False
54161,ముసుగు,,False
54162,ముసుగుడు,,False
54163,ముసుగువడు,,False
54164,ముసునూరి,,False
54165,ముసునూరు,,False
54166,ముసురు,,False
54167,ముసురుకవియు,,False
54168,ముసురుమూతి,,False
54169,ముసురుమూతితనము,,False
54170,ముసువు,,False
54171,ముస్కు,,False
54172,ముస్త,,False
54173,ముస్తకము,,False
54174,ముస్తాజరీ,,False
54175,ముస్తాజరు,,False
54176,ముస్తాబు,,False
54177,ముస్తియ,,False
54178,ముస్తీదు,,False
54179,ముహిరుడు,,False
54180,ముహురర్థకము,,False
54181,ముహూర్త,,False
54182,ముహూర్తం,,False
54183,ముహూర్తము,,False
54184,ముహూర్థం,,False
54185,మూ,,False
54186,మూఁకగమికాడు,,False
54187,మూఁత,,False
54188,మూఁపు,,False
54189,మూంగ్ దాల్ కా హల్వా,,False
54190,మూక,,False
54191,మూకంచు,,False
54192,మూకదాడి,,False
54193,మూకప్రజ,,False
54194,మూకవిప్పు,,False
54195,మూకసేయు,,False
54196,మూకాంబిక,,False
54197,మూకాభినయము,,False
54198,మూకిమ,,False
54199,మూకు,,False
54200,మూకుడు,,False
54201,మూకుడుచిప్ప,,False
54202,మూకుమ్మడి,,False
54203,మూకొను,,False
54204,మూగ,,False
54205,మూగకలలు,,False
54206,మూగతనం,,False
54207,మూగతనము,,False
54208,మూగతీట,,False
54209,మూగది,,False
54210,మూగనోము,,False
54211,మూగబాఱు,,False
54212,మూగమనసు,,False
54213,మూగమనసులు,,False
54214,మూగవాడు,,False
54215,మూగసంజ్ఞ,,False
54216,మూగి,,False
54217,మూగు,,False
54218,మూగురు,,False
54219,మూగెండ,,False
54220,మూగే,,False
54221,మూగేలు,,False
54222,మూచూచు,,False
54223,మూజంబరము,,False
54224,మూజవాని,,False
54225,మూజవానిగా,,False
54226,మూట,,False
54227,మూటము,,False
54228,మూస:మూడక్షరాల పదాలు,,False
54229,మూస:మూడక్షరాల పదాలు.,,False
54230,మూడడం,,False
54231,మూడమంచు,,False
54232,మూడవ,,False
54233,మూడవకంటివేల్పు,,False
54234,మూడి,,False
54235,మూడింతలు,,False
54236,మూడింది,,False
54237,మూడు,,False
54238,మూడు పైసలు,,False
54239,మూడుచు,,False
54240,మూడుపులు,,False
54241,మూడుపువ్వులు ఆరుకాయలు,,False
54242,మూడుముళ్ళు,,False
54243,మూడుమూలజెముడు,,False
54244,మూఢత,,False
54245,మూఢత్వము,,False
54246,మూఢభక్తి,,False
54247,మూఢమి,,False
54248,మూఢము,,False
54249,మూఢవిశ్వాసము,,False
54250,మూఢాగ్రేసరుడు,,False
54251,మూఢుఁడు,,False
54252,మూఢుడు,,False
54253,మూఢుడైన,,False
54254,మూణ్ణుగోకరకాణి,,False
54255,మూణ్ణుసుర,,False
54256,మూత,,False
54257,మూతపడు,,False
54258,మూతబల్ల,,False
54259,మూతము,,False
54260,మూతి,,False
54261,మూతిముడుచుకొను,,False
54262,మూతివిరుపు,,False
54263,మూతులు,,False
54264,మూత్ర వ్యవస్థ,,False
54265,మూత్రం,,False
54266,మూత్రకృచ్ఛము,,False
54267,మూత్రకృచ్ఛ్ర,,False
54268,మూత్రకృచ్ఛ్రము,,False
54269,మూత్రకోశము,,False
54270,మూత్రద్వారము,,False
54271,మూత్రనరము,,False
54272,మూత్రనాళము,,False
54273,మూత్రనాళిక,,False
54274,మూత్రపిండం,,False
54275,మూత్రపిండము,,False
54276,మూత్రపిండములు,,False
54277,మూత్రపిండాలు,,False
54278,మూత్రవిసర్జన,,False
54279,మూత్రశాలలు,,False
54280,మూత్రాంకము,,False
54281,మూత్రాంగములు,,False
54282,మూత్రాశయం,,False
54283,మూత్రాశయము,,False
54284,మూత్రాశయములు,,False
54285,మూత్రాశయాలు,,False
54286,మూత్రించు,,False
54287,మూదల,,False
54288,మూదలించు,,False
