Unnamed: 0,word,file_path,saved
52345,మాతృదేవోభవ,,False
52346,మాతృదేశం,,False
52347,మాతృదేశము,,False
52348,మాతృనందనుడు,,False
52349,మాతృనామ,,False
52350,మాతృపంచకములు,,False
52351,మాతృభక్తి,,False
52352,మాతృభావము,,False
52353,మాతృభాష,,False
52354,మాతృభూమి,,False
52355,మాతృష్యసేయుడు,,False
52356,మాతృష్వప్రియ,,False
52357,మాతృష్వస,,False
52358,మాతృష్వసేయి,,False
52359,మాతృష్వసేయుడు,,False
52360,మాతృస్జ్వస్రీయుడు,,False
52361,మాత్తకాశిని,,False
52362,మాత్తూరి,,False
52363,మాత్ర,,False
52364,మాత్రము,,False
52365,మాత్రలు,,False
52366,మాత్రుడు,,False
52367,మాత్సర్యం,,False
52368,మాత్సర్యము,,False
52369,మాత్సర్యముగా,,False
52370,మాత్స్రర్యము,,False
52371,మాదకద్రవ్యం,,False
52372,మాదకము,,False
52373,మాదము,,False
52374,మాదయగారి మల్లన,,False
52375,మాదల,,False
52376,మాదళము,,False
52377,మాదాగబళం,,False
52378,మాదాబత్తుల,,False
52379,మాదాల,,False
52380,మాదిగ,,False
52381,మాదినేని,,False
52382,మాదిరాజు,,False
52383,మాదిరాళ్ళ,,False
52384,మాదిరి,,False
52385,మాదిరిగా,,False
52386,మాదిరెడ్డి,,False
52387,మాదీఫలము,,False
52388,మాదృశుడు,,False
52389,మాద్థ్యమిక పరీక్ష,,False
52390,మాద్రి,,False
52391,మాద్రేయులు,,False
52392,మాధవకబళము,,False
52393,మాధవకము,,False
52394,మాధవకరము,,False
52395,మాధవపెద్ది,,False
52396,మాధవము,,False
52397,మాధవి,,False
52398,మాధవీలత,,False
52399,మాధవీలత.,,False
52400,మాధవుడు,,False
52401,మాధవేశ్వరి,,False
52402,మాధుకరము,,False
52403,మాధురి,,False
52404,మాధుర్యంగా,,False
52405,మాధుర్యము,,False
52406,మాధ్యందిన శతపథ బ్రాహ్మణం,,False
52407,మాధ్యమము,,False
52408,మాధ్యమిక,,False
52409,మాధ్యమికము,,False
52410,మాధ్యస్థ్యము,,False
