Unnamed: 0,word,file_path,saved
50540,మందపట్టు,,False
50541,మందపర్వతము,,False
50542,మందపల్లి,,False
50543,మందపాటి,,False
50544,మందపిచ్చుక,,False
50545,మందప్రోయాలు,,False
50546,మందబుద్ది,,False
50547,మందబుద్ధి,,False
50548,మందభాగి,,False
50549,మందమతి,,False
50550,మందమారుతము,,False
50551,మందము,,False
50552,మందమైనది,,False
50553,మందర,,False
50554,మందరపు,,False
50555,మందరము,,False
50556,మందల,,False
50557,మందలపర్తి,,False
50558,మందలపు,,False
50559,మందలించు,,False
50560,మందలించుట,,False
50561,మందలింపు,,False
50562,మందవరపు,,False
50563,మందవిషన్యాయం,,False
50564,మందస,,False
50565,మందసం,,False
50566,మందసము,,False
50567,మందస్మితము,,False
50568,మందస్వరము,,False
50569,మందహాసము,,False
50570,మందాకాయ,,False
50571,మందాకిని,,False
50572,మందాకినీమౌళి,,False
50573,మందాకు,,False
50574,మందాక్షము,,False
50575,మందాగ్ని,,False
50576,మందానము,,False
50577,మందానికి,,False
50578,మందార,,False
50579,మందార అంటు,,False
50580,మందారం,,False
50581,మందారచెట్టు,,False
50582,మందారపువ్వు,,False
50583,మందారపువ్వులు,,False
50584,మందారపూలు,,False
50585,మందారము,,False
50586,మందారములు,,False
50587,మందారాలు,,False
50588,మంది,,False
50589,మందిరం,,False
50590,మందిరము,,False
50591,మందీభవించు,,False
50592,మందు,,False
50593,మందు గొట్టాలు,,False
50594,మందు ద్రవాలు,,False
50595,మందు బిళ్ళలు,,False
50596,మందు సరుకు,,False
50597,మందుకాటుక,,False
50598,మందుగుండు,,False
50599,మందుడు,,False
50600,మందుపట్టడ,,False
50601,మందుపాతర,,False
50602,మందుపెట్టు,,False
50603,మందుభాయి,,False
50604,మందుమల,,False
50605,మందుర,,False
50606,మందురకుడు,,False
50607,మందురా,,False
50608,మందురాలు,,False
50609,మందులమారి,,False
50610,మందులవాడు,,False
50611,మందులు,,False
50612,మందులు కలిపి ఇచ్చువాడు,,False
50613,మందులో,,False
50614,మందెన్న అంగడము,,False
50615,మందెమేలము,,False
50616,మందోత్సాహము,,False
50617,మందోష్ణము,,False
50618,మంద్రము,,False
50619,మంద్రస్వరము,,False
50620,మంపిల్లు,,False
50621,మంపు,,False
50622,మంపుగొను,,False
50623,మంళసూత్రము,,False
50624,మః,,False
50625,మకతల,,False
50626,మకమక,,False
50627,మకమకలాడు,,False
50628,మకరం,,False
50629,మకరందం,,False
50630,మకరందకోశము,,False
50631,మకరందము,,False
50632,మకరందములు,,False
50633,మకరతము,,False
50634,మకరతోరణుడు,,False
50635,మకరధ్వజుడు,,False
50636,మకరము,,False
50637,మకరరాశి,,False
50638,మకరరేఖ,,False
50639,మకరసంక్రమణము,,False
50640,మకరాంకహయము,,False
50641,మకరాంకుడు,,False
50642,మకరాలయము,,False
50643,మకరి,,False
50644,మకరిక,,False
50645,మకాము,,False
50646,మకావొ,,False
50647,మకిల,,False
50648,మకిలె,,False
50649,మకు,,False
50650,మకుటం,,False
50651,మకుటము,,False
50652,మకురము,,False
50653,మకురు,,False
50654,మక్క,,False
50655,మక్కజొన్న,,False
50656,మక్కనగాయ,,False
50657,మక్కనుము,,False
50658,మక్కబుట్ట,,False
50659,మక్కళించు,,False
50660,మక్కా,,False
50661,మక్కి,,False
50662,మక్కి ది రోటి,,False
50663,మక్కికిమక్కి,,False
50664,మక్కిన,,False
50665,మక్కిరి,,False
50666,మక్కీ,,False
50667,మక్కు,,False
50668,మక్కుడు,,False
50669,మక్కుణుడు,,False
50670,మక్కువ,,False
50671,మక్కెన,,False
50672,మక్కెలు,,False
50673,మక్తా,,False
50674,మక్తాదారు,,False
50675,మక్షిక,,False
50676,మక్షికము,,False
50677,మక్షికా,,False
50678,మక్షికాడింబము,,False
50679,మక్షికాడింభము,,False
50680,మక్షికాన్యాయము,,False
50681,మఖ,,False
50682,మఖ నక్షత్రము,,False
50683,మఖద్వేషి,,False
50684,మఖనాశ్మ,,False
50685,మఖమలు,,False
50686,మఖము,,False
50687,మఖరకుండలము,,False
50688,మఖరకుండలములు,,False
50689,మఖరఖేతనుడు,,False
50690,మఖవంతుడు,,False
50691,మగ,,False
50692,మగఁడు,,False
50693,మగంటిమి,,False
50694,మగగుఱి,,False
50695,మగటిమి,,False
50696,మగడబుడు,,False
50697,మగడి,,False
50698,మగడు,,False
50699,మగతనంబు,,False
50700,మగతనము,,False
50701,మగద,,False
50702,మగది,,False
50703,మగనాలు,,False
50704,మగనెమలి,,False
50705,మగపంతము,,False
50706,మగపాడి,,False
50707,మగపాలు,,False
50708,మగపిల్లవాడు,,False
50709,మగపొడి,,False
50710,మగబాతు,,False
50711,మగబిడ్డ,,False
50712,మగబీర,,False
50713,మగమనిషి,,False
50714,మగమనుషులు,,False
