Unnamed: 0,word,file_path,saved
1805,అగ్నిమాపక యంత్రము,,False
1806,అగ్నిమాపకదళం,,False
1807,అగ్నిమాపకదళము,,False
1808,అగ్నిముఖము,,False
1809,అగ్నిముఖి,,False
1810,అగ్నిముఖుడు,,False
1811,అగ్నిమృత్తిక,,False
1812,అగ్నియిచ్చు,,False
1813,అగ్నిరజము,,False
1814,అగ్నిరేతస్సు,,False
1815,అగ్నిరోహిణి,,False
1816,అగ్నివధువు,,False
1817,అగ్నివమి న్యామము,,False
1818,అగ్నివమ్రిన్యాయము,,False
1819,అగ్నివర్ణుడు,,False
1820,అగ్నివహ్నిన్యాయము,,False
1821,అగ్నివాహము,,False
1822,అగ్నివీజము,,False
1823,అగ్నివీర్యము,,False
1824,అగ్నివేశుడు,,False
1825,అగ్నిశిఖ,,False
1826,అగ్నిశిఖము,,False
1827,అగ్నిశిఖాన్యాయము,,False
1828,అగ్నిశిల,,False
1829,అగ్నిశేఖరము,,False
1830,అగ్నిశౌచం,,False
1831,అగ్నిష్టానము,,False
1832,అగ్నిష్టోమ,,False
1833,అగ్నిష్టోమము,,False
1834,అగ్నిష్వాత్తులు,,False
1835,అగ్నిసంభవము,,False
1836,అగ్నిసంస్కారము,,False
1837,అగ్నిసాక్షి,,False
1838,అగ్నిసూక్తము,,False
1839,అగ్నిస్తంభనము,,False
1840,అగ్నిస్తంభము,,False
1841,అగ్నిస్వామి,,False
1842,అగ్నిహోత్రన్యాయము,,False
1843,అగ్నిహోత్రి,,False
1844,అగ్నీషోమీయము,,False
1845,అగ్నులు,,False
1846,అగ్నేయం,,False
1847,అగ్నేయుడు,,False
1848,అగ్న్యగారము,,False
1849,అగ్న్యానయనన్యాయము,,False
1850,అగ్న్యుపస్థానము,,False
1851,అగ్రకాయము,,False
1852,అగ్రకార్మికుడు,,False
1853,అగ్రకులస్తులు,,False
1854,అగ్రగణ్యము,,False
1855,అగ్రగణ్యుడు,,False
1856,అగ్రగము,,False
1857,అగ్రగామి,,False
1858,అగ్రగామిత్వము,,False
1859,అగ్రచర్వణకాలు,,False
1860,అగ్రజన్ముడు,,False
1861,అగ్రజుడు,,False
1862,అగ్రజుడైన,,False
1863,అగ్రజులు,,False
1864,అగ్రజ్,,False
1865,అగ్రణి,,False
1866,అగ్రతస్థలము,,False
1867,అగ్రతాంబూలము,,False
1868,అగ్రనేతలు,,False
1869,అగ్రపర్ణి,,False
1870,అగ్రపుస్తకము,,False
1871,అగ్రపూజ,,False
1872,అగ్రబీజము,,False
1873,అగ్రభాగము,,False
1874,అగ్రభాగి,,False
1875,అగ్రభుక్కు,,False
1876,అగ్రభుడు,,False
1877,అగ్రమస్తిష్కము,,False
1878,అగ్రమహిషి,,False
1879,అగ్రమాంసము,,False
1880,అగ్రయణేష్టి,,False
1881,అగ్రరాజ్యం,,False
1882,అగ్రరాజ్యము,,False
1883,అగ్రవర్ణము,,False
1884,అగ్రవర్తిత్వము,,False
1885,అగ్రసంద్య,,False
1886,అగ్రసంధ్య,,False
1887,అగ్రహనువు,,False
1888,అగ్రహముగల,,False
1889,అగ్రహాయణి,,False
1890,అగ్రహాయనము,,False
1891,అగ్రహార భుక్తులు,,False
1892,అగ్రహారము,,False
1893,అగ్రహారికుడు,,False
1894,అగ్రాంశువు,,False
1895,అగ్రాక్షి,,False
1896,అగ్రాసనము,,False
1897,అగ్రాహ్యము,,False
1898,అగ్రిమ,,False
1899,అగ్రిమము,,False
1900,అగ్రిముడు,,False
1901,అగ్రియము,,False
1902,అగ్రీయుడు,,False
1903,అగ్రేసరత్వము,,False
1904,అగ్రేసరుడు,,False
1905,అగ్రోరము,,False
1906,అఘ,,False
1907,అఘటించు,,False
1908,అఘటితము,,False
1909,అఘమర్షణ,,False
1910,అఘమర్షణము,,False
1911,అఘము,,False
1912,అఘశంసి,,False
1913,అఘాటము,,False
1914,అఘాతము,,False
1915,అఘాతించు,,False
1916,అఘాధము,,False
1917,అఘాయువు,,False
1918,అఘారము,,False
1919,అఘార్ణితము,,False
1920,అఘుడు,,False
1921,అఘోర,,False
1922,అఘోరం,,False
1923,అఘోరప్రమాణము,,False
1924,అఘోరము,,False
1925,అఘోరించు,,False
1926,అఘోరీ,,False
1927,అఘోరుడు,,False
1928,అఘోషణము,,False
1929,అఘోషము,,False
1930,అఘ్ను,,False
1931,అఘ్న్యుడు,,False
1932,అఘ్రేయము,,False
1933,అఙ్కూర,,False
1934,అఙ్గణ,,False
1935,అఙ్గారక,,False
1936,అఙ్గారధానికా,,False
1937,అఙ్గారశకటీ,,False
1938,అఙ్గుల,,False
1939,అచంచలము,,False
1940,అచఖ,,False
1941,అచతురుడు,,False
1942,అచమనము,,False
1943,అచరము,,False
1944,అచల,,False
1945,అచల బోధ,,False
1946,అచల సిద్ధాంతం,,False
1947,అచలకన్యక,,False
1948,అచలకీల,,False
1949,అచలచల న్యాయం,,False
1950,అచలచలన్యాయము,,False
1951,అచలజ,,False
1952,అచలమతం,,False
1953,అచలాత్మజ,,False
1954,అచలించు,,False
1955,అచలుడు,,False
1956,అచల్,,False
1957,అచాటము,,False
1958,అచానక్,,False
1959,అచాపలము,,False
1960,అచార్యాణి,,False
1961,అచార్యుడు,,False
1962,అచార్లు,,False
1963,అచింతితము,,False
1964,అచింత్యము,,False
1965,అచింత్యాః ఖలు యే భావా న తాం స్తర్కేణ సాధయేత్,,False
1966,అచింత్యాః ఖలు యే భావా న తాం స్తర్కేణ సాధయేత్ :,,False
1967,అచిత్తి,,False
1968,అచిరకాలము,,False
1969,అచిరద్యుతి,,False
1970,అచిరప్రభ,,False
1971,అచిరము,,False
1972,అచిరాంశువు,,False
1973,అచుంబితము,,False
1974,అచేతనంగా,,False
1975,అచేతనము,,False
1976,అచేతనమైన,,False
1977,అచేతనేష్వపి చేతనవ్యవహారో దృశ్యతే,,False
1978,అచైతన్యము,,False
