Unnamed: 0,word,file_path,saved
55955,యవాగువు,,False
55956,యవాగూగర్తప్లవనన్యాయము,,False
55957,యవాని,,False
55958,యవీయసి,,False
55959,యవీయసుడు,,False
55960,యవ్వనము,,False
55961,యవ్వారం,,False
55962,యశ:కాయుడు,,False
55963,యశ:పటహము,,False
55964,యశము,,False
55965,యశశ్శరీరుడు,,False
55966,యశస్వి,,False
55967,యశస్సు,,False
55968,యశోద,,False
55969,యశోదేయుడు,,False
55970,యశ్చోభయోః సమో దోషో న తేనైక శ్చోద్యో భవతి,,False
55971,యశ్మ,,False
55972,యష్టి,,False
55973,యష్టిక,,False
55974,యష్టిమధుకము,,False
55975,యసరు,,False
55976,యసల,,False
55977,యస్యాఽజ్ఞానం భ్రమ స్తన్య భ్రాన్తః సమ్య ఙ్న వేత్తి సః,,False
55978,యస్యాఽజ్ఞానం భ్రమ స్తన్య భ్రాన్తః సమ్యక్చ వేత్తి సః,,False
55979,యస్యోన్మూలనాయ యస్య ప్రసక్తి స్తతస్తస్య బలవత్త్వమ్,,False
55980,యా,,False
55981,యా యస్యాభిమతా రాత సురూపా తస్య సా భవేత్,,False
55982,యాండ్ర,,False
55983,యాంత్రికశాస్త్రము,,False
55984,యాకటి,,False
55985,యాకము,,False
55986,యాగం,,False
55987,యాగప్రియ,,False
55988,యాగము,,False
55989,యాగములు,,False
55990,యాగశాల,,False
55991,యాగాలు,,False
55992,యాగి,,False
55993,యాగీ,,False
55994,యాచకము,,False
55995,యాచకి,,False
55996,యాచకుడు,,False
55997,యాచన,,False
55998,యాచనకుడు,,False
55999,యాచనము,,False
56000,యాచించు,,False
56001,యాచితకమండనన్యాయం,,False
56002,యాచితకము,,False
56003,యాచితము,,False
56004,యాజకుడు,,False
56005,యాజనము,,False
56006,యాజము,,False
56007,యాజ్ఞవల్క మహర్షి,,False
56008,యాజ్ఞవల్క్యుడు,,False
56009,యాజ్ణ్జవల్క్యం,,False
56010,యాజ్ణ్జవల్క్యుడు,,False
56011,యాడ,,False
56012,యాత,,False
56013,యాతగిరి,,False
56014,యాతధానుడు,,False
56015,యాతన,,False
56016,యాతనాశరీరము,,False
56017,యాతము,,False
56018,యాతువు,,False
56019,యాత్ర,,False
56020,యాత్ర చేసేవాడు,,False
56021,యాత్రాచరిత్ర,,False
56022,యాత్రికుఁడు,,False
56023,యాత్రికుడు,,False
56024,యాద:పతి,,False
56025,యాదగిరి,,False
56026,యాదస్సు,,False
56027,యాది,,False
56028,యాదృచ్ఛికము,,False
56029,యాదృశం ముఖం తాదృశీ చపేటికా,,False
56030,యాదృశః పురుషస్యాత్మా తాదృశం సంప్రభాషతే,,False
56031,యాదృశీ భావనా తాదృశీ సిద్ధిః,,False
56032,యాదృశీ శీతలాదేవీ తాదృశం ఖరవాహనమ్,,False
56033,యాదృశో యక్ష స్తాదృశో బలిః,,False
56034,యాదృశ్చికము,,False
56035,యాదోనాథుడు,,False
56036,యానపాత్రము,,False
56037,యానభంగము,,False
56038,యానము,,False
56039,యాపనము,,False
56040,యాప్యము,,False
56041,యాప్యయానము,,False
56042,యాబెళ్ళ,,False
56043,యాభము,,False
56044,యాభయిలు,,False
56045,యాభైరూపాయలు,,False
56046,యామము,,False
56047,యామళము,,False
56048,యామవతి,,False
56049,యామసాని,,False
56050,యామి,,False
56051,యామికుడు,,False
56052,యామిజాల,,False
56053,యామిని,,False
56054,యాముజాల,,False
56055,యామునము,,False
56056,యామ్య,,False
56057,యామ్యోత్తరము,,False
56058,యాయపరుఁడు,,False
56059,యాయవారము,,False
56060,యాయసారాతి,,False
56061,యాయావరము,,False
56062,యారం,,False
56063,యారీదా,,False
56064,యార్లగడ్డ,,False
56065,యాలక్కాయలు,,False
56066,యాలాకి,,False
56067,యాలుకలు,,False
56068,యాళి,,False
56069,యాళ్ళ,,False
56070,యావ,,False
56071,యావ త్స్నానం తావ త్పుణ్యమ్,,False
56072,యావకము,,False
56073,యావచ్ఛక్తి,,False
56074,యావత్తు,,False
56075,యావద్వచనం వాచనికమ్,,False
56076,యావనము,,False
56077,యావనాళము,,False
56078,యావము,,False
56079,యాస,,False
56080,యాసము,,False
56081,యాసలి,,False
56082,యి,,False
56083,యింగలం,,False
56084,యించుమించు,,False
56085,యింజాడ,,False
56086,యింతేకాకుండా,,False
56087,యింద్రియములు,,False
56088,యిగిరిపోయిన,,False
56089,యిచ్చుట,,False
56090,యిటెర్బియం,,False
56091,యిట్రియం,,False
56092,యిడువులు,,False
56093,యినాము,,False
56094,యినుమర్తి,,False
56095,యిన్నమూరి,,False
56096,యిప్పిలి,,False
56097,యిమ్మడి,,False
56098,యిమ్మానేని,,False
56099,యియ్యపు,,False
56100,యిరకటము,,False
56101,యిరగవరపు,,False
56102,యిర్రింకి,,False
56103,యిలిందల,,False
56104,యిళ్ళ,,False
56105,యీ,,False
56106,యీచంపాటి,,False
56107,యీటు,,False
56108,యీడైన,,False
56109,యీపట్టి,,False
56110,యీయుణ్ణి,,False
56111,యీవని,,False
56112,యు,,False
56113,యుక్త,,False
56114,యుక్తకాలము,,False
56115,యుక్తక్రమము,,False
56116,యుక్తత,,False
56117,యుక్తపడు,,False
56118,యుక్తమగు,,False
56119,యుక్తము,,False
56120,యుక్తమైన,,False
56121,యుక్తి,,False
56122,యుక్తిగల,,False
56123,యుక్తుడు,,False
56124,యుగంధరము,,False
56125,యుగపత్తు,,False
56126,యుగపురుషుడు,,False
56127,యుగపురుషులు,,False
56128,యుగము,,False
56129,యుగరీతి,,False
56130,యుగళగీతము,,False
56131,యుగళము,,False
56132,యుగాంతము,,False
56133,యుగాంతరము,,False
56134,యుగాది,,False
56135,యుగ్మం,,False
56136,యుగ్మము,,False
56137,యుగ్మలి,,False
56138,యుగ్యము,,False
56139,యుతకము,,False
56140,యుతము,,False
56141,యుతి,,False
56142,యుతుడు,,False
56143,యుద్దం,,False
56144,యుద్దము,,False
56145,యుద్ధం,,False
56146,యుద్ధకాండ,,False
56147,యుద్ధకాండము,,False
56148,యుద్ధకౌశలము,,False
56149,యుద్ధనీతి,,False
56150,యుద్ధభూమి,,False
56151,యుద్ధమార్గము,,False
56152,యుద్ధము,,False
56153,యుద్ధములు,,False
56154,యుద్ధరంగం,,False
56155,యుద్ధరంగము,,False
56156,యుద్ధవిద్య,,False
56157,యుద్ధశీలుడు,,False
56158,యుద్ధారంబము,,False
56159,యుద్ధాలు,,False
56160,యుధిష్ఠరుడు,,False
56161,యుధిష్ఠిరుఁడు,,False
56162,యుధిష్ఠిరుడు,,False
56163,యుధ్యత్కుక్కుటన్యాయము,,False
56164,యునికి,,False
56165,యునెస్కో,,False
56166,యునైటెడ్ అరబ్ ఎమిరేట్స్,,False
56167,యునైటెడ్ కింగ్‌డమ్,,False
56168,యుపవాసము,,False
56169,యుయక్షువు,,False
56170,యుయుత్స,,False
56171,యుయుత్సుడు,,False
56172,యుయుత్సువు,,False
56173,యురేనస్,,False
56174,యురేనియం,,False
56175,యురేనియం-235,,False
56176,యురేనియమ్,,False
56177,యువ,,False
56178,యువకుడు,,False
56179,యువత,,False
56180,యువతి,,False
56181,యువతీబృందము,,False
56182,యువరాజు,,False
56183,యువరాజులు,,False
56184,యువరాణి,,False
56185,యువరాణులు,,False
56186,యూ,,False
56187,యూకాభియాకంథానాశ్రయణన్యాయమును,,False
56188,యూత్ప్రాయ: శ్రూయతేన్యాయము,,False
56189,యూదుడు,,False
56190,యూధపుడుయ్,,False
56191,యూధము,,False
56192,యూధిక,,False
56193,యూపం,,False
56194,యూపపశున్యాయం,,False
56195,యూపపశున్యాయము,,False
56196,యూపము,,False
56197,యూపరశనాన్యాయము,,False
56198,యూపస్తంభము,,False
56199,యూరోపియం,,False
56200,యూషము,,False
56201,యృ,,False
56202,యౄ,,False
56203,యె,,False
56204,యెండపొడి,,False
56205,యెక్కిరాల,,False
56206,యెడతెగక,,False
56207,యెడతెగని,,False
56208,యెనుముల,,False
56209,యెమెన్,,False
56210,యెరుకొండ,,False
56211,యెర్నేని,,False
56212,యెలి,,False
56213,యెలిశెట్టి,,False
56214,యెల్లప్పుడున్ను,,False
56215,యెవరు,,False
56216,యే,,False
56217,యేకవాక్యత,,False
56218,యేటూరు,,False
56219,యేడిద,,False
56220,యేన నాప్రాప్తే యో విధి రారభ్యతే స తస్య బాధకో భవతి,,False
56221,యేబెళ్ళ,,False
56222,యేమిటొ,,False
56223,యేమినేని,,False
56224,యేమీ,,False
56225,యేర్పాటు,,False
56226,యేసు,,False
